"uninjured_rep1" "uninjured_rep2" "regen_rep1" "regen_rep2"
"ENSDARG00000075960" 844 881 771 924
"ENSDARG00000075962" 1444 1087 891 1117
"ENSDARG00000075963" 2156 1258 620 1086
"ENSDARG00000075964" 5363 3384 3937 4151
"ENSDARG00000075965" 26 28 16 30
"ENSDARG00000075969" 3106 3159 712 1014
"ENSDARG00000075972" 2965 2222 2652 2649
"ENSDARG00000075974" 288 266 367 436
"ENSDARG00000075975" 88 91 90 120
"ENSDARG00000075977" 320 261 669 743
"ENSDARG00000075978" 802 748 1500 1599
"ENSDARG00000075980" 6 2 7 8
"ENSDARG00000075982" 342 220 59 91
"ENSDARG00000075984" 48 59 111 121
"ENSDARG00000075985" 111 78 52 75
"ENSDARG00000075989" 10509 7539 13421 13839
"ENSDARG00000075990" 8332 7743 6072 7342
"ENSDARG00000075991" 40 44 54 37
"ENSDARG00000075992" 2 3 7 5
"ENSDARG00000075993" 23 14 19 19
"ENSDARG00000075996" 231 262 85 121
"ENSDARG00000076001" 47 32 37 41
"ENSDARG00000076002" 378 349 747 767
"ENSDARG00000076003" 2178 1986 5503 4947
"ENSDARG00000076004" 164 155 311 376
"ENSDARG00000076005" 626 500 1709 1828
"ENSDARG00000076008" 183 141 135 204
"ENSDARG00000076009" 2242 2431 3878 4190
"ENSDARG00000076010" 188 157 847 944
"ENSDARG00000076011" 1081 660 614 616
"ENSDARG00000076013" 6 5 2 1
"ENSDARG00000076014" 236 223 231 206
"ENSDARG00000076017" 123 90 208 215
"ENSDARG00000076019" 102 95 39 65
"ENSDARG00000076020" 421 545 378 251
"ENSDARG00000076021" 11 10 199 230
"ENSDARG00000076023" 126 95 35 62
"ENSDARG00000076025" 701 453 450 633
"ENSDARG00000076027" 19 25 29 24
"ENSDARG00000076028" 674 386 617 649
"ENSDARG00000076030" 5 1 37 48
"ENSDARG00000076040" 372 361 317 385
"ENSDARG00000076041" 880 827 899 945
"ENSDARG00000076044" 237 279 193 165
"ENSDARG00000076045" 80 61 15 15
"ENSDARG00000076050" 291 267 478 495
"ENSDARG00000076051" 5 6 8 5
"ENSDARG00000076052" 141 105 144 129
"ENSDARG00000076053" 2084 1346 1885 1928
"ENSDARG00000076054" 1416 1295 1451 1760
"ENSDARG00000076055" 42 38 24 25
"ENSDARG00000076056" 47 28 43 56
"ENSDARG00000076058" 425 347 700 680
"ENSDARG00000076059" 203 174 241 222
"ENSDARG00000076060" 273 225 517 469
"ENSDARG00000076063" 361 355 283 294
"ENSDARG00000076066" 1735 1469 2164 2178
"ENSDARG00000076067" 3177 3125 5840 5643
"ENSDARG00000076068" 278 246 143 139
"ENSDARG00000076069" 1149 1090 1690 1714
"ENSDARG00000076070" 46 50 69 70
"ENSDARG00000076073" 0 1 6 3
"ENSDARG00000076074" 1208 937 1426 1553
"ENSDARG00000076075" 14 9 26 26
"ENSDARG00000076076" 66 53 90 92
"ENSDARG00000076077" 1049 1135 797 902
"ENSDARG00000076079" 67 53 50 57
"ENSDARG00000076081" 113 118 43 45
"ENSDARG00000076082" 176 216 328 342
"ENSDARG00000076088" 179 142 67 91
"ENSDARG00000076090" 401 375 518 620
"ENSDARG00000076092" 100 94 180 171
"ENSDARG00000076093" 178 135 196 214
"ENSDARG00000076094" 5 4 2 4
"ENSDARG00000076096" 1775 1833 1871 2247
"ENSDARG00000076103" 14 13 15 15
"ENSDARG00000076104" 851 795 464 556
"ENSDARG00000076106" 1347 731 439 689
"ENSDARG00000076107" 40 49 118 117
"ENSDARG00000076108" 197 147 247 218
"ENSDARG00000076110" 131 92 43 63
"ENSDARG00000076111" 179 103 74 81
"ENSDARG00000076113" 179 139 253 284
"ENSDARG00000076114" 16 1 0 1
"ENSDARG00000076116" 2550 2359 5421 4871
"ENSDARG00000076117" 8 8 79 80
"ENSDARG00000076118" 872 728 825 968
"ENSDARG00000076119" 998 1269 6749 6375
"ENSDARG00000076120" 1048 1018 1975 2227
"ENSDARG00000076121" 515 442 1134 1004
"ENSDARG00000076122" 48 60 45 59
"ENSDARG00000076126" 348 247 677 459
"ENSDARG00000076127" 324 300 217 301
"ENSDARG00000076128" 3824 3862 5279 4835
"ENSDARG00000076129" 0 2 11 6
"ENSDARG00000076132" 24 7 8 6
"ENSDARG00000076134" 97 92 167 174
"ENSDARG00000076135" 441 416 868 781
"ENSDARG00000076139" 268 230 104 130
"ENSDARG00000076140" 740 498 413 357
"ENSDARG00000076141" 854 453 609 761
"ENSDARG00000076142" 247 162 83 73
"ENSDARG00000076143" 534 515 612 624
"ENSDARG00000076144" 1723 1767 4291 3996
"ENSDARG00000076146" 970 1055 398 601
"ENSDARG00000076149" 781 592 478 583
"ENSDARG00000076153" 143 119 228 294
"ENSDARG00000076155" 196 144 341 317
"ENSDARG00000076158" 124 135 108 120
"ENSDARG00000076160" 28 27 22 35
"ENSDARG00000076163" 363 375 415 384
"ENSDARG00000076169" 329 299 1094 1055
"ENSDARG00000076170" 8 7 15 12
"ENSDARG00000076171" 820 748 2707 2873
"ENSDARG00000076174" 20 14 28 23
"ENSDARG00000076176" 249 222 398 404
"ENSDARG00000076177" 4453 3929 7945 7943
"ENSDARG00000076178" 574 401 155 434
"ENSDARG00000076179" 504 859 256 290
"ENSDARG00000076181" 56 29 31 35
"ENSDARG00000076182" 1614 1209 3369 2951
"ENSDARG00000076183" 1710 1893 1641 2247
"ENSDARG00000076184" 101 82 152 174
"ENSDARG00000076189" 595 411 576 521
"ENSDARG00000076191" 15 6 6 6
"ENSDARG00000076192" 35 30 24 40
"ENSDARG00000076196" 1539 1129 659 1230
"ENSDARG00000076197" 103 94 14 14
"ENSDARG00000076202" 96 92 101 114
"ENSDARG00000076210" 1045 948 1059 1146
"ENSDARG00000076212" 958 944 1469 1475
"ENSDARG00000076213" 269 275 278 311
"ENSDARG00000076214" 7 8 33 19
"ENSDARG00000076215" 1732 1486 2814 3220
"ENSDARG00000076218" 64 26 15 11
"ENSDARG00000076220" 67 62 58 62
"ENSDARG00000076221" 1538 1073 6895 7968
"ENSDARG00000076222" 197 176 290 311
"ENSDARG00000076223" 7316 5028 3812 4345
"ENSDARG00000076224" 828 702 304 353
"ENSDARG00000076225" 81 55 278 294
"ENSDARG00000076227" 787 690 2004 1951
"ENSDARG00000076228" 97 120 1217 1115
"ENSDARG00000076229" 6708 3995 2842 2921
"ENSDARG00000076230" 508 650 372 610
"ENSDARG00000076233" 86 115 923 1058
"ENSDARG00000076236" 1 0 9 4
"ENSDARG00000076237" 11 10 10 9
"ENSDARG00000076238" 1138 1140 441 535
"ENSDARG00000076239" 191 193 341 345
"ENSDARG00000076241" 16 33 34 43
"ENSDARG00000076246" 131 131 263 237
"ENSDARG00000076247" 1587 1793 1525 1648
"ENSDARG00000076248" 0 0 8 16
"ENSDARG00000076249" 865 813 344 492
"ENSDARG00000076250" 575 512 230 201
"ENSDARG00000076251" 337 341 492 373
"ENSDARG00000076252" 73 64 96 88
"ENSDARG00000076253" 18 14 3 7
"ENSDARG00000076255" 9518 7850 5238 7351
"ENSDARG00000076256" 50 27 13 21
"ENSDARG00000076257" 559 668 262 422
"ENSDARG00000076259" 30 25 34 19
"ENSDARG00000076262" 10 17 10 15
"ENSDARG00000076264" 21 7 11 22
"ENSDARG00000076265" 314 307 244 238
"ENSDARG00000076267" 117 90 90 126
"ENSDARG00000076268" 19 18 43 51
"ENSDARG00000076269" 523 269 71 152
"ENSDARG00000076270" 55 50 54 58
"ENSDARG00000076271" 53 47 28 47
"ENSDARG00000076272" 83 88 212 238
"ENSDARG00000076274" 77 68 27 16
"ENSDARG00000076280" 32 40 52 65
"ENSDARG00000076281" 21 20 19 17
"ENSDARG00000076283" 429 376 1240 1536
"ENSDARG00000076286" 45 35 16 36
"ENSDARG00000076290" 710 900 5782 6525
"ENSDARG00000076292" 1628 1534 1042 1106
"ENSDARG00000076294" 4 3 3 5
"ENSDARG00000076296" 113 101 544 607
"ENSDARG00000076297" 999 793 1276 1291
"ENSDARG00000076299" 402 370 1221 1052
"ENSDARG00000076300" 1341 974 819 931
"ENSDARG00000076302" 195 112 318 341
"ENSDARG00000076303" 927 859 1023 1062
"ENSDARG00000076306" 162 161 321 288
"ENSDARG00000076307" 90 64 8 12
"ENSDARG00000076308" 449 334 290 283
"ENSDARG00000076309" 260 287 365 306
"ENSDARG00000076310" 15 10 18 14
"ENSDARG00000076312" 637 732 412 490
"ENSDARG00000076317" 1301 1083 8184 7566
"ENSDARG00000076318" 541 505 1939 1499
"ENSDARG00000076320" 275 353 244 236
"ENSDARG00000076321" 442 418 2556 2502
"ENSDARG00000076324" 1137 1095 1351 1553
"ENSDARG00000076326" 103 120 124 136
"ENSDARG00000076328" 437 421 696 639
"ENSDARG00000076330" 107 99 141 148
"ENSDARG00000076331" 275 213 322 472
"ENSDARG00000076332" 159 164 319 204
"ENSDARG00000076333" 157 126 78 114
"ENSDARG00000076334" 224 212 395 386
"ENSDARG00000076336" 159 135 236 345
"ENSDARG00000076338" 340 302 613 646
"ENSDARG00000076339" 11 4 33 29
"ENSDARG00000076343" 83 92 57 69
"ENSDARG00000076348" 12 16 39 87
"ENSDARG00000076350" 290 262 420 380
"ENSDARG00000076351" 157 142 257 201
"ENSDARG00000076356" 486 421 503 500
"ENSDARG00000076357" 353 216 1910 2653
"ENSDARG00000076358" 275 273 329 288
"ENSDARG00000076360" 143 137 268 288
"ENSDARG00000076361" 346 360 210 175
"ENSDARG00000076362" 108 134 522 521
"ENSDARG00000076363" 48 65 113 70
"ENSDARG00000076364" 565 507 312 324
"ENSDARG00000076366" 7 8 7 8
"ENSDARG00000076371" 26 14 70 51
"ENSDARG00000076373" 96 87 83 125
"ENSDARG00000076376" 193 149 148 118
"ENSDARG00000076377" 11 3 0 1
"ENSDARG00000076379" 181 169 269 346
"ENSDARG00000076380" 266 234 468 434
"ENSDARG00000076381" 289 246 294 334
"ENSDARG00000076383" 7474 6695 4130 4509
"ENSDARG00000076386" 2151 2037 447 500
"ENSDARG00000076388" 13 20 108 212
"ENSDARG00000076389" 309 235 290 327
"ENSDARG00000076391" 12 6 6 12
"ENSDARG00000076393" 335 403 980 1100
"ENSDARG00000076395" 92 130 148 179
"ENSDARG00000076396" 23 17 5 7
"ENSDARG00000076397" 376 267 257 532
"ENSDARG00000076398" 407 405 246 339
"ENSDARG00000076399" 176 136 96 120
"ENSDARG00000076400" 33 31 26 44
"ENSDARG00000076401" 46 61 52 62
"ENSDARG00000076402" 71 66 91 82
"ENSDARG00000076403" 901 1967 529 570
"ENSDARG00000076404" 581 559 436 562
"ENSDARG00000076406" 273 277 122 172
"ENSDARG00000076411" 120 118 64 83
"ENSDARG00000076412" 69 71 126 140
"ENSDARG00000076414" 519 391 339 481
"ENSDARG00000076416" 908 978 2782 2599
"ENSDARG00000076417" 1749 1544 1834 1770
"ENSDARG00000076419" 232 248 444 486
"ENSDARG00000076420" 388 355 187 180
"ENSDARG00000076425" 117 103 237 199
"ENSDARG00000076426" 656 615 569 549
"ENSDARG00000076430" 5186 5163 8534 8544
"ENSDARG00000076431" 1904 1646 6064 6132
"ENSDARG00000076434" 1818 1625 2191 2528
"ENSDARG00000076435" 130 96 167 169
"ENSDARG00000076437" 46 41 85 82
"ENSDARG00000076438" 22 51 32 36
"ENSDARG00000076439" 1175 1248 2486 2462
"ENSDARG00000076440" 954 654 2376 3308
"ENSDARG00000076442" 158 148 241 233
"ENSDARG00000076443" 1 7 98 73
"ENSDARG00000076444" 322 290 823 709
"ENSDARG00000076448" 1 2 2 12
"ENSDARG00000076451" 950 962 1740 1660
"ENSDARG00000076460" 34 31 113 119
"ENSDARG00000076461" 25 28 66 75
"ENSDARG00000076462" 20 20 33 26
"ENSDARG00000076464" 128 101 212 213
"ENSDARG00000076466" 1379 1110 1392 1545
"ENSDARG00000076472" 1005 751 635 659
"ENSDARG00000076473" 313 281 527 615
"ENSDARG00000076477" 116 56 613 675
"ENSDARG00000076480" 193 210 71 94
"ENSDARG00000076483" 602 513 931 920
"ENSDARG00000076484" 949 851 1679 1739
"ENSDARG00000076485" 40 41 32 44
"ENSDARG00000076486" 597 478 1544 1584
"ENSDARG00000076487" 429 445 387 470
"ENSDARG00000076490" 651 578 1401 1444
"ENSDARG00000076491" 25 20 13 17
"ENSDARG00000076494" 6 6 7 3
"ENSDARG00000076495" 41 17 30 33
"ENSDARG00000076496" 1560 1268 729 704
"ENSDARG00000076498" 1693 1528 4562 4389
"ENSDARG00000076499" 194 162 126 103
"ENSDARG00000076500" 33 36 49 48
"ENSDARG00000076501" 1003 992 945 1088
"ENSDARG00000076507" 0 0 10 6
"ENSDARG00000076508" 1640 1431 920 1216
"ENSDARG00000076509" 619 389 1113 1124
"ENSDARG00000076510" 569 620 312 389
"ENSDARG00000076517" 5 2 2 5
"ENSDARG00000076518" 469 352 685 760
"ENSDARG00000076520" 69 55 44 50
"ENSDARG00000076521" 9 12 18 18
"ENSDARG00000076525" 137 125 109 138
"ENSDARG00000076526" 883 791 2728 2747
"ENSDARG00000076528" 25 18 88 105
"ENSDARG00000076529" 227 260 213 177
"ENSDARG00000076530" 1628 1866 1191 1569
"ENSDARG00000076531" 13 8 6 6
"ENSDARG00000076532" 7034 5937 39767 40627
"ENSDARG00000076533" 391 564 1013 966
"ENSDARG00000076534" 32 27 36 40
"ENSDARG00000076539" 41 42 40 45
"ENSDARG00000076541" 104 65 81 65
"ENSDARG00000076542" 998 1044 2153 2095
"ENSDARG00000076544" 532 534 1052 1141
"ENSDARG00000076546" 5 7 2 6
"ENSDARG00000076547" 230 279 232 278
"ENSDARG00000076548" 121 89 60 85
"ENSDARG00000076551" 2654 2546 5677 5399
"ENSDARG00000076552" 222 161 214 237
"ENSDARG00000076553" 150 149 313 277
"ENSDARG00000076554" 154 91 310 378
"ENSDARG00000076557" 49 51 41 51
"ENSDARG00000076559" 1829 1665 2407 2433
"ENSDARG00000076560" 836 959 1160 1195
"ENSDARG00000076562" 891 693 725 627
"ENSDARG00000076563" 175 123 279 317
"ENSDARG00000076564" 3640 3346 7736 8200
"ENSDARG00000076565" 6 0 6 7
"ENSDARG00000076566" 1512 1440 4314 4036
"ENSDARG00000076568" 2448 1801 8008 8075
"ENSDARG00000076569" 84 57 92 109
"ENSDARG00000076571" 508 618 659 645
"ENSDARG00000076573" 114 90 35 45
"ENSDARG00000076574" 64 38 35 39
"ENSDARG00000076577" 9 8 20 16
"ENSDARG00000076578" 52 39 62 68
"ENSDARG00000076580" 0 6 2 3
"ENSDARG00000076583" 4 0 9 10
"ENSDARG00000076584" 328 278 226 292
"ENSDARG00000076585" 236 198 364 423
"ENSDARG00000076586" 61 62 228 160
"ENSDARG00000076587" 91 65 39 40
"ENSDARG00000076590" 364 347 2260 2083
"ENSDARG00000076591" 58 61 105 119
"ENSDARG00000076592" 594 496 542 529
"ENSDARG00000076594" 140 122 1268 1213
"ENSDARG00000076595" 322 319 192 270
"ENSDARG00000076601" 88 107 220 223
"ENSDARG00000076602" 599 555 1363 1209
"ENSDARG00000076607" 240 230 553 604
"ENSDARG00000076609" 778 662 580 568
"ENSDARG00000076610" 160 164 65 95
"ENSDARG00000076611" 301 241 226 286
"ENSDARG00000076614" 53 44 50 46
"ENSDARG00000076618" 1092 776 1538 1573
"ENSDARG00000076620" 15 7 12 13
"ENSDARG00000076622" 302 292 242 330
"ENSDARG00000076623" 6096 3850 3495 3795
"ENSDARG00000076624" 630 634 982 933
"ENSDARG00000076627" 264 213 523 527
"ENSDARG00000076632" 184 221 350 327
"ENSDARG00000076634" 273 241 305 290
"ENSDARG00000076638" 137 95 479 485
"ENSDARG00000076639" 513 541 370 447
"ENSDARG00000076640" 371 247 387 360
"ENSDARG00000076642" 7533 6423 3187 4374
"ENSDARG00000076643" 321 337 207 236
"ENSDARG00000076644" 5 2 5 10
"ENSDARG00000076647" 915 788 2339 2653
"ENSDARG00000076650" 0 0 12 14
"ENSDARG00000076651" 698 531 1260 1160
"ENSDARG00000076652" 9 7 22 8
"ENSDARG00000076656" 8 9 23 25
"ENSDARG00000076657" 112 70 78 76
"ENSDARG00000076659" 47 41 589 627
"ENSDARG00000076660" 511 527 1141 1188
"ENSDARG00000076662" 1014 902 1476 1483
"ENSDARG00000076665" 4 2 4 7
"ENSDARG00000076667" 12102 12558 19952 23115
"ENSDARG00000076670" 352 396 609 762
"ENSDARG00000076672" 34 40 25 43
"ENSDARG00000076673" 15314 15821 12856 13261
"ENSDARG00000076679" 9 6 0 1
"ENSDARG00000076684" 24 16 13 18
"ENSDARG00000076685" 356 417 1439 1323
"ENSDARG00000076687" 12 32 21 21
"ENSDARG00000076689" 1150 912 1093 1195
"ENSDARG00000076691" 1105 1012 1067 1235
"ENSDARG00000076697" 436 306 350 316
"ENSDARG00000076698" 46 30 5 8
"ENSDARG00000076699" 24 26 22 35
"ENSDARG00000076701" 959 767 554 744
"ENSDARG00000076702" 104 102 107 109
"ENSDARG00000076703" 231 150 687 700
"ENSDARG00000076704" 376 339 428 404
"ENSDARG00000076706" 34 23 54 54
"ENSDARG00000076707" 63 81 368 344
"ENSDARG00000076710" 738 632 456 541
"ENSDARG00000076712" 33 33 23 42
"ENSDARG00000076713" 106 94 355 392
"ENSDARG00000076716" 68 110 386 411
"ENSDARG00000076717" 388 310 908 889
"ENSDARG00000076718" 276 300 933 924
"ENSDARG00000076721" 187 173 342 510
"ENSDARG00000076722" 643 552 855 1198
"ENSDARG00000076724" 1089 1123 1787 2025
"ENSDARG00000076727" 4 0 4 6
"ENSDARG00000076729" 2821 2636 3172 3195
"ENSDARG00000076730" 4 6 6 22
"ENSDARG00000076731" 220 214 132 160
"ENSDARG00000076732" 13 15 26 24
"ENSDARG00000076733" 52 58 168 162
"ENSDARG00000076734" 861 570 357 314
"ENSDARG00000076735" 202 201 1861 2094
"ENSDARG00000076737" 84 102 122 174
"ENSDARG00000076742" 5280 4753 4444 5005
"ENSDARG00000076744" 815 559 1123 1152
"ENSDARG00000076745" 0 1 5 6
"ENSDARG00000076747" 124 90 111 91
"ENSDARG00000076748" 278 278 305 344
"ENSDARG00000076752" 329 312 604 521
"ENSDARG00000076754" 399 335 1658 1463
"ENSDARG00000076755" 398 388 609 681
"ENSDARG00000076757" 813 779 656 858
"ENSDARG00000076761" 549 463 1526 1470
"ENSDARG00000076763" 798 607 779 741
"ENSDARG00000076765" 114 110 274 294
"ENSDARG00000076766" 0 0 17 14
"ENSDARG00000076767" 1 4 13 6
"ENSDARG00000076768" 3219 2715 2772 3080
"ENSDARG00000076771" 5 3 11 9
"ENSDARG00000076772" 12789 6758 9679 9167
"ENSDARG00000076773" 15 16 1 5
"ENSDARG00000076777" 45 43 149 144
"ENSDARG00000076778" 93 96 64 81
"ENSDARG00000076779" 4476 3853 3763 3952
"ENSDARG00000076780" 3155 1898 3410 3515
"ENSDARG00000076781" 619 527 752 804
"ENSDARG00000076783" 274 259 388 441
"ENSDARG00000076787" 3957 3841 2214 2627
"ENSDARG00000076789" 71 65 395 290
"ENSDARG00000076791" 1728 1275 2502 2509
"ENSDARG00000076794" 3 1 54 69
"ENSDARG00000076795" 24 18 25 33
"ENSDARG00000076796" 791 765 1130 1155
"ENSDARG00000076797" 7 10 5 8
"ENSDARG00000076798" 146 160 215 276
"ENSDARG00000076799" 3103 2335 3282 3520
"ENSDARG00000076800" 226 156 56 73
"ENSDARG00000076801" 155 157 672 680
"ENSDARG00000076804" 448 434 443 526
"ENSDARG00000076805" 9332 8665 5050 6662
"ENSDARG00000076807" 562 401 558 833
"ENSDARG00000076809" 2248 2458 1013 1127
"ENSDARG00000076810" 2341 2103 3079 3430
"ENSDARG00000076811" 546 599 3514 3025
"ENSDARG00000076812" 55 70 91 91
"ENSDARG00000076814" 17 9 8 8
"ENSDARG00000076815" 17477 11493 22332 22694
"ENSDARG00000076819" 7628 6450 4089 4511
"ENSDARG00000076820" 241 176 75 176
"ENSDARG00000076821" 52 43 50 61
"ENSDARG00000076824" 768 700 803 820
"ENSDARG00000076825" 8321 6976 3795 4730
"ENSDARG00000076826" 257 242 221 251
"ENSDARG00000076828" 409 293 128 193
"ENSDARG00000076829" 6930 6640 6420 7078
"ENSDARG00000076830" 628 774 667 635
"ENSDARG00000076831" 46 36 85 89
"ENSDARG00000076833" 49 76 58 43
"ENSDARG00000076834" 108 124 210 189
"ENSDARG00000076835" 93 90 164 145
"ENSDARG00000076836" 2454 1757 4877 5347
"ENSDARG00000076838" 29 1 7 14
"ENSDARG00000076839" 1318 894 606 742
"ENSDARG00000076843" 5 4 4 8
"ENSDARG00000076844" 1465 1383 2361 1936
"ENSDARG00000076845" 469 277 215 205
"ENSDARG00000076846" 58 35 6 7
"ENSDARG00000076847" 3911 3139 2967 3113
"ENSDARG00000076848" 999 1388 570 688
"ENSDARG00000076850" 251 219 197 212
"ENSDARG00000076852" 13 14 5 7
"ENSDARG00000076853" 108 149 58 65
"ENSDARG00000076854" 9 7 11 10
"ENSDARG00000076856" 143 121 9941 11709
"ENSDARG00000076858" 75 53 51 46
"ENSDARG00000076861" 2172 1741 1120 1170
"ENSDARG00000076862" 526 559 2119 2404
"ENSDARG00000076865" 135 130 249 285
"ENSDARG00000076867" 1485 1375 1081 1236
"ENSDARG00000076868" 906 911 768 772
"ENSDARG00000076870" 3813 3623 6385 6623
"ENSDARG00000076872" 10 7 6 9
"ENSDARG00000076873" 5 11 1 8
"ENSDARG00000076874" 603 471 580 798
"ENSDARG00000076878" 109 133 88 101
"ENSDARG00000076880" 112 110 63 57
"ENSDARG00000076885" 941 925 1368 1577
"ENSDARG00000076888" 771 785 2514 2648
"ENSDARG00000076889" 1661 1417 2248 2066
"ENSDARG00000076890" 109 89 244 310
"ENSDARG00000076891" 529 341 469 574
"ENSDARG00000076892" 42412 24436 55192 51764
"ENSDARG00000076893" 32 30 49 52
"ENSDARG00000076895" 467 407 2384 2262
"ENSDARG00000076896" 263 223 139 166
"ENSDARG00000076897" 8 3 29 22
"ENSDARG00000076899" 570 459 471 482
"ENSDARG00000076900" 45 41 40 49
"ENSDARG00000076901" 48 48 10 30
"ENSDARG00000076903" 332 421 799 890
"ENSDARG00000076904" 198 220 267 282
"ENSDARG00000076913" 17 23 242 268
"ENSDARG00000076914" 66 56 151 156
"ENSDARG00000076916" 3111 2578 1959 2549
"ENSDARG00000076919" 204 152 207 243
"ENSDARG00000076920" 615 531 825 832
"ENSDARG00000076923" 314 295 246 284
"ENSDARG00000076924" 567 580 757 788
"ENSDARG00000076927" 179 103 126 126
"ENSDARG00000076928" 1486 1548 1993 1992
"ENSDARG00000076929" 282 164 352 330
"ENSDARG00000076931" 664 737 1081 1295
"ENSDARG00000076932" 4 1 8 10
"ENSDARG00000076933" 866 825 1287 1815
"ENSDARG00000076934" 308 313 492 532
"ENSDARG00000076936" 4399 3934 1892 2604
"ENSDARG00000076937" 4063 2923 3369 3468
"ENSDARG00000076938" 480 535 889 848
"ENSDARG00000076939" 871 658 1004 1054
"ENSDARG00000076943" 27 25 26 38
"ENSDARG00000076945" 49617 45810 25171 25291
"ENSDARG00000076948" 6 0 3 8
"ENSDARG00000076950" 85 59 42 56
"ENSDARG00000076951" 72 51 11 5
"ENSDARG00000076952" 98 83 44 46
"ENSDARG00000076953" 9162 6397 15429 17355
"ENSDARG00000076958" 5 6 21 32
"ENSDARG00000076959" 28 35 15 23
"ENSDARG00000076960" 309 384 592 559
"ENSDARG00000076962" 598 556 1494 1876
"ENSDARG00000076964" 206 193 427 405
"ENSDARG00000076965" 116 113 286 314
"ENSDARG00000076966" 289 197 687 719
"ENSDARG00000076968" 1962 1098 909 1010
"ENSDARG00000076969" 548 527 261 258
"ENSDARG00000076970" 7 6 5 6
"ENSDARG00000076971" 5 11 6 9
"ENSDARG00000076972" 14 18 149 117
"ENSDARG00000076973" 15 19 15 26
"ENSDARG00000076974" 93 89 84 77
"ENSDARG00000076980" 164 139 116 118
"ENSDARG00000076981" 43 64 82 78
"ENSDARG00000076983" 15 10 1 8
"ENSDARG00000076987" 13 10 19 21
"ENSDARG00000076988" 224 188 266 269
"ENSDARG00000076991" 45 59 84 80
"ENSDARG00000076994" 784 593 2546 2454
"ENSDARG00000076995" 106 77 104 114
"ENSDARG00000076996" 22 19 25 26
"ENSDARG00000076997" 22 25 38 38
"ENSDARG00000076998" 891 703 317 329
"ENSDARG00000077000" 4 0 7 11
"ENSDARG00000077001" 31 23 14 17
"ENSDARG00000077002" 890 902 2300 2419
"ENSDARG00000077004" 510 414 1100 1196
"ENSDARG00000077007" 7 4 20 9
"ENSDARG00000077009" 1784 1441 1707 1630
"ENSDARG00000077010" 673 553 652 684
"ENSDARG00000077011" 200 156 387 453
"ENSDARG00000077012" 414 451 865 1031
"ENSDARG00000077013" 689 611 1329 1391
"ENSDARG00000077017" 120 58 90 97
"ENSDARG00000077018" 221 103 174 175
"ENSDARG00000077022" 1141 843 997 961
"ENSDARG00000077023" 45 46 29 36
"ENSDARG00000077024" 544 483 2533 2376
"ENSDARG00000077028" 2183 1737 707 792
"ENSDARG00000077029" 164 181 1792 1575
"ENSDARG00000077034" 239 234 412 574
"ENSDARG00000077037" 1133 1114 2836 2764
"ENSDARG00000077038" 1628 1577 3222 3559
"ENSDARG00000077039" 111 103 465 428
"ENSDARG00000077040" 964 759 524 511
"ENSDARG00000077044" 82 95 321 358
"ENSDARG00000077045" 7 3 17 16
"ENSDARG00000077047" 9 7 12 9
"ENSDARG00000077051" 120 83 153 150
"ENSDARG00000077052" 6512 6994 3998 3749
"ENSDARG00000077053" 52 47 59 105
"ENSDARG00000077054" 90 90 309 327
"ENSDARG00000077057" 601 597 1130 1048
"ENSDARG00000077058" 28 28 72 55
"ENSDARG00000077060" 1491 1479 2259 2300
"ENSDARG00000077061" 48 18 53 55
"ENSDARG00000077064" 1238 947 1488 1475
"ENSDARG00000077067" 174 108 176 164
"ENSDARG00000077068" 3861 4423 2420 2590
"ENSDARG00000077069" 2500 2016 2388 2488
"ENSDARG00000077070" 97 109 251 267
"ENSDARG00000077072" 62 58 90 98
"ENSDARG00000077073" 429 391 1717 1526
"ENSDARG00000077075" 726 660 1134 1176
"ENSDARG00000077077" 9 11 21 17
"ENSDARG00000077078" 2927 2942 4300 5045
